CustomerID,R,F,M,R_score,F_score,M_score,RFM总得分,用户分层标签
13670.0,74,1,349.7,2,1,2,5,流失低价值客户
13672.0,300,2,186.39,1,2,1,4,流失低价值客户
13673.0,17,2,396.92,4,2,2,8,沉睡预警客户
13675.0,150,2,486.8200000000001,2,2,2,6,沉睡预警客户
13678.0,150,1,232.6,2,1,1,4,流失低价值客户
13680.0,0,4,3722.42,5,4,5,14,高价值客户
13681.0,16,4,827.83,4,4,3,11,忠实复购客户
13682.0,186,1,59.5,1,1,1,3,流失低价值客户
13684.0,284,1,67.23,1,1,1,3,流失低价值客户
13685.0,1,7,3119.44,5,5,5,15,高价值客户
13686.0,181,1,72.0,1,1,1,3,流失低价值客户
13689.0,62,1,910.0,3,1,3,7,沉睡预警客户
13690.0,58,1,172.25,3,1,1,5,流失低价值客户
13692.0,23,3,1488.32,4,3,4,11,忠实复购客户
13694.0,2,50,65039.62,5,5,5,15,高价值客户
13695.0,30,15,2504.13,4,5,5,14,高价值客户
13697.0,37,1,151.29999999999998,3,1,1,5,流失低价值客户
13699.0,154,1,308.58000000000004,2,1,2,5,流失低价值客户
13700.0,25,10,2265.12,4,5,5,14,高价值客户
13703.0,317,1,99.5,1,1,1,3,流失低价值客户
13704.0,4,9,2308.06,5,5,5,15,高价值客户
13705.0,6,3,711.86,5,3,3,11,忠实复购客户
13706.0,301,1,330.79,1,1,2,4,流失低价值客户
13707.0,266,2,806.41,1,2,3,6,沉睡预警客户
13708.0,270,1,296.88,1,1,2,4,流失低价值客户
13709.0,2,13,6328.05,5,5,5,15,高价值客户
13710.0,30,1,180.48,4,1,1,6,沉睡预警客户
13711.0,217,2,252.06,1,2,2,5,流失低价值客户
13712.0,245,1,228.84,1,1,1,3,流失低价值客户
13715.0,280,5,1079.34,1,4,4,9,忠实复购客户
13716.0,268,1,138.28,1,1,1,3,流失低价值客户
13717.0,31,6,1445.01,4,5,4,13,高价值客户
13718.0,245,2,306.55,1,2,2,5,流失低价值客户
13719.0,14,5,1041.68,4,4,4,12,高价值客户
13720.0,115,4,799.9,2,4,3,9,忠实复购客户
13721.0,35,1,524.14,3,1,3,7,沉睡预警客户
13722.0,130,3,2375.41,2,3,5,10,忠实复购客户
13723.0,216,1,199.85,1,1,1,3,流失低价值客户
13725.0,48,8,1980.56,3,5,4,12,高价值客户
13726.0,37,2,1079.66,3,2,4,9,忠实复购客户
13727.0,27,2,333.48,4,2,2,8,沉睡预警客户
13728.0,35,6,1016.14,3,5,4,12,高价值客户
13730.0,134,2,752.6,2,2,3,7,沉睡预警客户
13731.0,218,2,610.59,1,2,3,6,沉睡预警客户
13732.0,27,1,491.86,4,1,3,8,沉睡预警客户
13735.0,23,4,2885.24,4,4,5,13,高价值客户
13736.0,4,2,731.9,5,2,3,10,忠实复购客户
13737.0,199,1,339.6,1,1,2,4,流失低价值客户
13739.0,17,1,216.9,4,1,1,6,沉睡预警客户
13740.0,239,1,350.75,1,1,2,4,流失低价值客户
13741.0,70,3,668.4300000000001,3,3,3,9,忠实复购客户
13742.0,15,12,3131.02,4,5,5,14,高价值客户
13743.0,1,7,1341.6,5,5,4,14,高价值客户
13744.0,94,2,1156.36,2,2,4,8,沉睡预警客户
13745.0,161,1,300.04,2,1,2,5,流失低价值客户
13747.0,372,1,79.6,1,1,1,3,流失低价值客户
13748.0,94,5,948.25,2,4,4,10,忠实复购客户
13750.0,52,5,1647.26,3,4,4,11,忠实复购客户
13751.0,287,1,296.25,1,1,2,4,流失低价值客户
13752.0,123,6,1186.28,2,5,4,11,忠实复购客户
13753.0,286,1,741.26,1,1,3,5,流失低价值客户
13754.0,150,2,282.6,2,2,2,6,沉睡预警客户
13755.0,2,9,2161.35,5,5,5,15,高价值客户
13756.0,1,14,5189.52,5,5,5,15,高价值客户
13758.0,10,7,3190.55,5,5,5,15,高价值客户
13759.0,32,2,659.41,3,2,3,8,沉睡预警客户
13760.0,53,2,286.79,3,2,2,7,沉睡预警客户
13761.0,49,2,1070.65,3,2,4,9,忠实复购客户
13762.0,217,1,306.72,1,1,2,4,流失低价值客户
13763.0,62,1,1714.96,3,1,4,8,沉睡预警客户
13764.0,69,3,1521.76,3,3,4,10,忠实复购客户
13767.0,1,37,17220.36,5,5,5,15,高价值客户
13769.0,1,10,2796.51,5,5,5,15,高价值客户
13771.0,63,4,2634.45,3,4,5,12,高价值客户
13772.0,32,3,1132.13,3,3,4,10,忠实复购客户
13774.0,80,1,345.0,2,1,2,5,流失低价值客户
13777.0,-1,33,25977.16,5,5,5,15,高价值客户
13778.0,102,1,178.7,2,1,1,4,流失低价值客户
13780.0,6,2,360.01,5,2,2,9,忠实复购客户
13781.0,249,1,127.84,1,1,1,3,流失低价值客户
13782.0,11,6,912.0,5,5,3,13,高价值客户
13784.0,8,11,2462.79,5,5,5,15,高价值客户
13786.0,366,1,230.4,1,1,1,3,流失低价值客户
13787.0,74,2,309.04,2,2,2,6,沉睡预警客户
13790.0,3,1,348.8,5,1,2,8,沉睡预警客户
13791.0,126,2,1516.0,2,2,4,8,沉睡预警客户
13792.0,65,2,195.55,3,2,1,6,沉睡预警客户
13798.0,0,57,37153.85,5,5,5,15,高价值客户
13799.0,115,2,688.86,2,2,3,7,沉睡预警客户
13800.0,308,1,558.32,1,1,3,5,流失低价值客户
13801.0,65,1,324.8,3,1,2,6,沉睡预警客户
13802.0,137,3,4599.42,2,3,5,10,忠实复购客户
13803.0,254,1,277.07,1,1,2,4,流失低价值客户
13804.0,29,7,2635.79,4,5,5,14,高价值客户
13805.0,51,2,924.6,3,2,3,8,沉睡预警客户
13806.0,62,1,256.38,3,1,2,6,沉睡预警客户
13807.0,366,1,112.6,1,1,1,3,流失低价值客户
13808.0,4,5,1747.66,5,4,4,13,高价值客户
13809.0,304,1,155.05,1,1,1,3,流失低价值客户
13810.0,27,3,1499.01,4,3,4,11,忠实复购客户
13811.0,182,3,814.5,1,3,3,7,沉睡预警客户
13812.0,41,3,539.0,3,3,3,9,忠实复购客户
13813.0,38,4,1366.86,3,4,4,11,忠实复购客户
13814.0,91,2,1579.12,2,2,4,8,沉睡预警客户
13815.0,21,4,4027.36,4,4,5,13,高价值客户
13816.0,22,2,571.67,4,2,3,9,忠实复购客户
13817.0,28,2,382.98,4,2,2,8,沉睡预警客户
13819.0,300,3,1140.35,1,3,4,8,沉睡预警客户
13821.0,143,2,385.64,2,2,2,6,沉睡预警客户
13822.0,4,2,632.0,5,2,3,10,忠实复购客户
13823.0,17,2,957.66,4,2,4,10,忠实复购客户
13824.0,31,5,1698.94,4,4,4,12,高价值客户
13826.0,175,1,189.5,2,1,1,4,流失低价值客户
13827.0,56,3,412.05,3,3,2,8,沉睡预警客户
13828.0,21,1,209.49,4,1,1,6,沉睡预警客户
13831.0,15,6,2202.99,4,5,5,14,高价值客户
13832.0,18,1,52.2,4,1,1,6,沉睡预警客户
13833.0,158,1,384.8,2,1,2,5,流失低价值客户
13835.0,24,4,834.57,4,4,3,11,忠实复购客户
13837.0,210,2,271.24,1,2,2,5,流失低价值客户
13838.0,4,4,691.73,5,4,3,12,高价值客户
13841.0,251,1,85.0,1,1,1,3,流失低价值客户
13842.0,57,9,3385.62,3,5,5,13,高价值客户
13844.0,10,1,361.62,5,1,2,8,沉睡预警客户
13845.0,63,1,312.98,3,1,2,6,沉睡预警客户
13846.0,23,3,865.0600000000001,4,3,3,10,忠实复购客户
13848.0,91,3,1255.0,2,3,4,9,忠实复购客户
13849.0,50,2,1537.95,3,2,4,9,忠实复购客户
13850.0,128,1,1595.48,2,1,4,7,沉睡预警客户
13851.0,94,3,2651.46,2,3,5,10,忠实复购客户
13853.0,56,1,1090.14,3,1,4,8,沉睡预警客户
13854.0,7,25,8109.519999999999,5,5,5,15,高价值客户
13856.0,167,3,388.5,2,3,2,7,沉睡预警客户
13858.0,56,1,216.17,3,1,1,5,流失低价值客户
13859.0,325,1,201.16,1,1,1,3,流失低价值客户
13860.0,0,5,1245.9,5,4,4,13,高价值客户
13862.0,17,8,2209.36,4,5,5,14,高价值客户
13863.0,246,1,305.78,1,1,2,4,流失低价值客户
13865.0,57,4,501.56,3,4,3,10,忠实复购客户
13866.0,73,1,145.67000000000002,2,1,1,4,流失低价值客户
13867.0,30,3,1015.29,4,3,4,11,忠实复购客户
13868.0,6,2,3192.54,5,2,5,12,高价值客户
13869.0,122,4,3104.95,2,4,5,11,忠实复购客户
13870.0,1,8,2770.94,5,5,5,15,高价值客户
13871.0,21,13,6403.25,4,5,5,14,高价值客户
13873.0,118,3,389.6,2,3,2,7,沉睡预警客户
13874.0,357,1,540.45,1,1,3,5,流失低价值客户
13875.0,52,5,1786.79,3,4,4,11,忠实复购客户
13876.0,62,1,122.7,3,1,1,5,流失低价值客户
13877.0,85,1,117.24,2,1,1,4,流失低价值客户
13878.0,53,1,1281.53,3,1,4,8,沉睡预警客户
13880.0,20,13,3219.77,4,5,5,14,高价值客户
13881.0,2,20,17159.52,5,5,5,15,高价值客户
13882.0,1,5,1191.13,5,4,4,13,高价值客户
13883.0,9,5,2674.48,5,4,5,14,高价值客户
13884.0,6,5,787.6,5,4,3,12,高价值客户
13885.0,188,2,506.8,1,2,3,6,沉睡预警客户
13886.0,70,1,243.56,3,1,1,5,流失低价值客户
13887.0,203,1,349.55,1,1,2,4,流失低价值客户
13888.0,118,2,605.63,2,2,3,7,沉睡预警客户
13889.0,91,1,416.9,2,1,2,5,流失低价值客户
13890.0,0,10,1883.81,5,5,4,14,高价值客户
13892.0,25,4,632.97,4,4,3,11,忠实复购客户
13893.0,296,1,821.1,1,1,3,5,流失低价值客户
13894.0,22,3,564.62,4,3,3,10,忠实复购客户
13895.0,27,4,2593.07,4,4,5,13,高价值客户
13897.0,49,1,311.16,3,1,2,6,沉睡预警客户
13898.0,324,1,155.93,1,1,1,3,流失低价值客户
13899.0,15,2,388.52,4,2,2,8,沉睡预警客户
13900.0,182,3,740.95,1,3,3,7,沉睡预警客户
13901.0,71,5,2867.2000000000003,2,4,5,11,忠实复购客户
13904.0,36,2,332.64,3,2,2,7,沉睡预警客户
13908.0,78,4,2369.55,2,4,5,11,忠实复购客户
13911.0,56,9,2580.91,3,5,5,13,高价值客户
13914.0,10,2,626.45,5,2,3,10,忠实复购客户
13917.0,48,2,272.04,3,2,2,7,沉睡预警客户
13918.0,48,2,1212.84,3,2,4,9,忠实复购客户
13919.0,58,2,384.81,3,2,2,7,沉睡预警客户
13922.0,350,1,172.25,1,1,1,3,流失低价值客户
13923.0,52,1,351.13,3,1,2,6,沉睡预警客户
13924.0,0,6,1838.85,5,5,4,14,高价值客户
13925.0,91,4,678.25,2,4,3,9,忠实复购客户
13926.0,22,1,223.85,4,1,1,6,沉睡预警客户
13927.0,73,1,348.99,2,1,2,5,流失低价值客户
13928.0,9,4,464.57,5,4,2,11,忠实复购客户
13929.0,168,2,842.65,2,2,3,7,沉睡预警客户
13930.0,56,2,337.34,3,2,2,7,沉睡预警客户
13931.0,94,2,1237.53,2,2,4,8,沉睡预警客户
13932.0,293,1,307.4,1,1,2,4,流失低价值客户
13933.0,108,2,608.7900000000001,2,2,3,7,沉睡预警客户
13934.0,262,1,922.1,1,1,3,5,流失低价值客户
13936.0,178,1,376.58,2,1,2,5,流失低价值客户
13937.0,168,1,158.85,2,1,1,4,流失低价值客户
13938.0,34,1,71.66,3,1,1,5,流失低价值客户
13939.0,22,3,568.55,4,3,3,10,忠实复购客户
13940.0,16,4,839.14,4,4,3,11,忠实复购客户
13941.0,20,5,5112.96,4,4,5,13,高价值客户
13946.0,78,3,561.5699999999999,2,3,3,8,沉睡预警客户
13947.0,64,1,90.6,3,1,1,5,流失低价值客户
13948.0,359,1,102.0,1,1,1,3,流失低价值客户
13949.0,1,6,2427.32,5,5,5,15,高价值客户
13950.0,10,4,745.06,5,4,3,12,高价值客户
13951.0,175,3,674.45,2,3,3,8,沉睡预警客户
13952.0,216,2,3251.071,1,2,5,8,沉睡预警客户
13953.0,6,7,3515.68,5,5,5,15,高价值客户
13954.0,0,2,439.92,5,3,2,10,忠实复购客户
13955.0,153,2,322.96,2,3,2,7,沉睡预警客户
13956.0,4,5,1026.42,5,4,4,13,高价值客户
13959.0,78,3,598.2,2,3,3,8,沉睡预警客户
13960.0,20,2,230.22,4,3,1,8,沉睡预警客户
13962.0,20,2,169.55,4,3,1,8,沉睡预警客户
13963.0,307,4,664.54,1,4,3,8,沉睡预警客户
13967.0,144,1,80.7,2,1,1,4,流失低价值客户
13969.0,6,18,9053.94,5,5,5,15,高价值客户
13971.0,17,8,2758.26,4,5,5,14,高价值客户
13972.0,69,2,190.25,3,3,1,7,沉睡预警客户
13973.0,286,1,264.7,1,1,2,4,流失低价值客户
13974.0,48,1,413.59,3,1,2,6,沉睡预警客户
13975.0,30,6,2526.28,4,5,5,14,高价值客户
13976.0,205,1,357.98,1,1,2,4,流失低价值客户
13978.0,13,2,196.79,4,3,1,8,沉睡预警客户
13979.0,72,1,869.87,2,1,3,6,沉睡预警客户
13980.0,59,1,200.14,3,1,1,5,流失低价值客户
13982.0,38,4,1871.81,3,4,4,11,忠实复购客户
13983.0,28,12,2603.43,4,5,5,14,高价值客户
13984.0,25,5,920.51,4,4,3,11,忠实复购客户
13985.0,3,15,7060.13,5,5,5,15,高价值客户
13986.0,16,1,320.46,4,1,2,7,沉睡预警客户
13988.0,18,6,4147.96,4,5,5,14,高价值客户
13989.0,64,2,1266.08,3,3,4,10,忠实复购客户
13990.0,212,1,311.3,1,1,2,4,流失低价值客户
13991.0,11,6,855.97,5,5,3,13,高价值客户
13992.0,29,1,76.8,4,1,1,6,沉睡预警客户
13993.0,41,9,3466.36,3,5,5,13,高价值客户
13994.0,2,6,2313.14,5,5,5,15,高价值客户
13995.0,14,5,1393.69,4,4,4,12,高价值客户
13999.0,9,12,3901.81,5,5,5,15,高价值客户
14000.0,210,1,635.66,1,1,3,5,流失低价值客户
14001.0,44,3,2043.08,3,3,4,10,忠实复购客户
14002.0,133,2,529.73,2,3,3,8,沉睡预警客户
14004.0,42,7,4582.64,3,5,5,13,高价值客户
14005.0,8,5,2874.72,5,4,5,14,高价值客户
14006.0,114,3,962.19,2,3,4,9,忠实复购客户
14009.0,197,2,695.61,1,3,3,7,沉睡预警客户
14012.0,276,1,328.8,1,1,2,4,流失低价值客户
14013.0,109,3,473.02,2,3,2,7,沉睡预警客户
14014.0,76,1,505.18,2,1,3,6,沉睡预警客户
14015.0,51,1,917.34,3,1,3,7,沉睡预警客户
14016.0,160,4,4341.21,2,4,5,11,忠实复购客户
14019.0,45,3,1421.61,3,3,4,10,忠实复购客户
14020.0,15,2,642.8,4,3,3,10,忠实复购客户
14021.0,154,3,631.9,2,3,3,8,沉睡预警客户
14022.0,224,1,440.0,1,1,2,4,流失低价值客户
14023.0,6,2,584.07,5,3,3,11,忠实复购客户
14024.0,120,2,327.7,2,3,2,7,沉睡预警客户
14027.0,59,1,104.82,3,1,1,5,流失低价值客户
14029.0,62,2,467.66,3,3,2,8,沉睡预警客户
14030.0,17,8,2360.09,4,5,5,14,高价值客户
14031.0,6,19,17286.86,5,5,5,15,高价值客户
14032.0,1,11,2975.59,5,5,5,15,高价值客户
14034.0,21,3,651.82,4,3,3,10,忠实复购客户
14035.0,27,5,1428.02,4,4,4,12,高价值客户
14036.0,283,1,626.65,1,1,3,5,流失低价值客户
14037.0,175,2,147.20000000000002,2,3,1,6,沉睡预警客户
14038.0,77,3,1560.38,2,3,4,9,忠实复购客户
14039.0,32,1,152.2,3,1,1,5,流失低价值客户
14040.0,39,12,3614.92,3,5,5,13,高价值客户
14041.0,265,1,141.41,1,1,1,3,流失低价值客户
14044.0,25,4,652.82,4,4,3,11,忠实复购客户
14045.0,108,4,1659.75,2,4,4,10,忠实复购客户
14046.0,283,1,154.99,1,1,1,3,流失低价值客户
14047.0,7,5,1308.61,5,4,4,13,高价值客户
14048.0,304,1,409.93,1,1,2,4,流失低价值客户
14049.0,15,4,5681.72,4,4,5,13,高价值客户
14050.0,30,2,746.36,4,3,3,10,忠实复购客户
14051.0,-1,23,15610.39,5,5,5,15,高价值客户
14052.0,18,1,225.36,4,1,1,6,沉睡预警客户
14053.0,123,2,260.25,2,3,2,7,沉睡预警客户
14054.0,64,1,92.46,3,1,1,5,流失低价值客户
14055.0,105,1,725.6400000000001,2,1,3,6,沉睡预警客户
14056.0,0,23,8214.65,5,5,5,15,高价值客户
14057.0,22,17,6217.96,4,5,5,14,高价值客户
14059.0,265,1,183.6,1,1,1,3,流失低价值客户
14060.0,3,19,6140.42,5,5,5,15,高价值客户
14062.0,8,12,10464.85,5,5,5,15,高价值客户
14064.0,28,5,1353.74,4,4,4,12,高价值客户
14066.0,265,1,152.55,1,1,1,3,流失低价值客户
14067.0,62,2,374.7,3,3,2,8,沉睡预警客户
14068.0,319,1,265.85,1,1,2,4,流失低价值客户
14071.0,2,8,1438.82,5,5,4,14,高价值客户
14073.0,31,1,151.04,4,1,1,6,沉睡预警客户
14075.0,3,3,942.26,5,3,4,12,高价值客户
14076.0,128,1,122.47,2,1,1,4,流失低价值客户
14077.0,39,5,499.42,3,4,3,10,忠实复购客户
14078.0,100,6,1049.37,2,5,4,11,忠实复购客户
14079.0,123,1,375.1,2,1,2,5,流失低价值客户
14080.0,31,1,45.6,4,1,1,6,沉睡预警客户
14081.0,301,2,934.52,1,3,3,7,沉睡预警客户
14082.0,363,1,182.25,1,1,1,3,流失低价值客户
14083.0,3,9,1018.43,5,5,4,14,高价值客户
14085.0,1,18,4448.54,5,5,5,15,高价值客户
14087.0,1,1,194.42,5,1,1,7,沉睡预警客户
14088.0,9,13,50491.81,5,5,5,15,高价值客户
14089.0,55,1,161.0,3,1,1,5,流失低价值客户
14090.0,323,1,76.32000000000001,1,1,1,3,流失低价值客户
14092.0,6,14,4076.91,5,5,5,15,高价值客户
14093.0,11,1,442.85,5,1,2,8,沉睡预警客户
14096.0,3,17,65164.79,5,5,5,15,高价值客户
14098.0,35,1,147.35,3,1,1,5,流失低价值客户
14099.0,15,11,3104.17,4,5,5,14,高价值客户
14100.0,136,1,194.9,2,1,1,4,流失低价值客户
14101.0,72,6,5976.79,2,5,5,12,高价值客户
14102.0,4,5,1360.28,5,4,4,13,高价值客户
14104.0,153,2,216.21,2,3,1,6,沉睡预警客户
14105.0,238,1,1266.23,1,1,4,6,沉睡预警客户
14107.0,50,7,2703.23,3,5,5,13,高价值客户
14108.0,29,2,597.91,4,3,3,10,忠实复购客户
14109.0,71,1,144.2,2,1,1,4,流失低价值客户
14110.0,2,12,5683.150000000001,5,5,5,15,高价值客户
14111.0,13,4,692.85,4,4,3,11,忠实复购客户
14112.0,21,7,2915.15,4,5,5,14,高价值客户
14113.0,2,4,1840.42,5,4,4,13,高价值客户
14114.0,272,2,386.53,1,3,2,6,沉睡预警客户
14116.0,18,5,1382.74,4,4,4,12,高价值客户
14117.0,142,1,90.0,2,1,1,4,流失低价值客户
14121.0,2,4,2780.15,5,4,5,14,高价值客户
14124.0,83,1,419.58,2,1,2,5,流失低价值客户
14125.0,9,3,2740.43,5,3,5,13,高价值客户
14126.0,6,3,706.13,5,3,3,11,忠实复购客户
14127.0,121,3,709.71,2,3,3,8,沉睡预警客户
14128.0,59,2,637.5,3,3,3,9,忠实复购客户
14129.0,0,5,1123.86,5,4,4,13,高价值客户
14130.0,318,1,483.86,1,1,2,4,流失低价值客户
14132.0,1,11,3586.03,5,5,5,15,高价值客户
14133.0,128,3,605.64,2,3,3,8,沉睡预警客户
14135.0,0,15,4690.31,5,5,5,15,高价值客户
14138.0,0,2,982.38,5,3,4,12,高价值客户
14139.0,45,1,415.82,3,1,2,6,沉睡预警客户
14140.0,2,2,935.05,5,3,3,11,忠实复购客户
14141.0,1,4,915.13,5,4,3,12,高价值客户
14142.0,372,1,311.81,1,1,2,4,流失低价值客户
14143.0,132,1,115.8,2,1,1,4,流失低价值客户
14145.0,45,4,3742.2,3,4,5,12,高价值客户
14146.0,7,5,4191.0,5,4,5,14,高价值客户
14147.0,77,2,483.4,2,3,2,7,沉睡预警客户
14148.0,232,1,157.2,1,1,1,3,流失低价值客户
14149.0,219,1,446.62,1,1,2,4,流失低价值客户
14150.0,34,2,658.64,3,3,3,9,忠实复购客户
14152.0,74,2,621.29,2,3,3,8,沉睡预警客户
14154.0,238,2,1345.62,1,3,4,8,沉睡预警客户
14155.0,265,1,118.75,1,1,1,3,流失低价值客户
14156.0,8,55,117379.63,5,5,5,15,高价值客户
14157.0,18,2,432.88,4,3,2,9,忠实复购客户
14158.0,39,1,507.66,3,1,3,7,沉睡预警客户
14159.0,18,11,4693.01,4,5,5,14,高价值客户
14161.0,214,3,1110.52,1,3,4,8,沉睡预警客户
14162.0,172,2,289.36,2,3,2,7,沉睡预警客户
14163.0,86,4,2445.91,2,4,5,11,忠实复购客户
14164.0,69,2,1631.77,3,3,4,10,忠实复购客户
14165.0,274,1,122.54,1,1,1,3,流失低价值客户
14167.0,38,4,574.84,3,4,3,10,忠实复购客户
14171.0,97,1,363.79,2,1,2,5,流失低价值客户
14173.0,9,4,450.84,5,4,2,11,忠实复购客户
14174.0,32,1,134.46,3,1,1,5,流失低价值客户
14175.0,58,3,3222.3,3,3,5,11,忠实复购客户
14176.0,296,4,576.9,1,4,3,8,沉睡预警客户
14177.0,85,4,559.41,2,4,3,9,忠实复购客户
14178.0,7,7,1620.93,5,5,4,14,高价值客户
14179.0,39,2,719.78,3,3,3,9,忠实复购客户
14180.0,9,25,4748.52,5,5,5,15,高价值客户
14184.0,65,1,452.89,3,1,2,6,沉睡预警客户
14185.0,330,1,197.65,1,1,1,3,流失低价值客户
14188.0,29,6,2054.36,4,5,4,13,高价值客户
14189.0,1,15,4654.08,5,5,5,15,高价值客户
14191.0,0,13,4684.76,5,5,5,15,高价值客户
14193.0,66,2,853.39,3,3,3,9,忠实复购客户
14194.0,3,21,11349.52,5,5,5,15,高价值客户
14195.0,200,2,1012.0,1,3,4,8,沉睡预警客户
14196.0,105,1,335.52,2,1,2,5,流失低价值客户
14198.0,17,4,701.4,4,4,3,11,忠实复购客户
14199.0,217,1,185.4,1,1,1,3,流失低价值客户
14201.0,59,7,747.44,3,5,3,11,忠实复购客户
14204.0,1,1,161.03,5,1,1,7,沉睡预警客户
14205.0,15,2,466.7,4,3,2,9,忠实复购客户
14206.0,238,1,328.16,1,1,2,4,流失低价值客户
14208.0,93,1,151.74,2,1,1,4,流失低价值客户
14209.0,9,6,2073.43,5,5,5,15,高价值客户
14210.0,104,6,1905.84,2,5,4,11,忠实复购客户
14211.0,52,9,2241.1,3,5,5,13,高价值客户
14212.0,88,1,1070.48,2,1,4,7,沉睡预警客户
14214.0,29,5,1004.38,4,4,4,12,高价值客户
14215.0,10,6,1789.72,5,5,4,14,高价值客户
14216.0,2,4,1839.3,5,4,4,13,高价值客户
14217.0,0,17,2004.98,5,5,4,14,高价值客户
14218.0,41,1,169.48000000000002,3,1,1,5,流失低价值客户
14219.0,3,1,89.94,5,1,1,7,沉睡预警客户
14220.0,246,2,632.4,1,3,3,7,沉睡预警客户
14221.0,41,9,3432.8,3,5,5,13,高价值客户
14222.0,176,1,683.17,2,1,3,6,沉睡预警客户
14223.0,91,3,991.13,2,3,4,9,忠实复购客户
14224.0,109,4,1050.12,2,4,4,10,忠实复购客户
14226.0,27,5,2232.19,4,4,5,13,高价值客户
14227.0,25,10,3350.96,4,5,5,14,高价值客户
14229.0,50,3,1547.2,3,3,4,10,忠实复购客户
14231.0,182,3,925.71,1,3,3,7,沉睡预警客户
14232.0,41,5,2048.07,3,4,4,11,忠实复购客户
14233.0,48,4,1462.72,3,4,4,11,忠实复购客户
14234.0,21,4,775.46,4,4,3,11,忠实复购客户
14235.0,74,5,3144.86,2,4,5,11,忠实复购客户
14236.0,79,2,490.86,2,3,3,8,沉睡预警客户
14237.0,372,1,161.0,1,1,1,3,流失低价值客户
14238.0,325,1,146.85,1,1,1,3,流失低价值客户
14239.0,42,11,2380.85,3,5,5,13,高价值客户
14240.0,29,2,890.34,4,3,3,10,忠实复购客户
14241.0,182,1,213.7,1,1,1,3,流失低价值客户
14242.0,233,2,280.55,1,3,2,6,沉睡预警客户
14243.0,7,10,2588.77,5,5,5,15,高价值客户
14245.0,218,2,1693.45,1,3,4,8,沉睡预警客户
14246.0,109,3,1474.06,2,3,4,9,忠实复购客户
14247.0,277,1,136.77,1,1,1,3,流失低价值客户
14248.0,317,1,302.58,1,1,2,4,流失低价值客户
14250.0,6,3,1904.05,5,3,4,12,高价值客户
14251.0,0,5,2879.7000000000003,5,4,5,14,高价值客户
14256.0,259,2,969.06,1,3,4,8,沉睡预警客户
14257.0,63,5,3099.7200000000003,3,4,5,12,高价值客户
14258.0,8,9,12669.98,5,5,5,15,高价值客户
14259.0,140,1,120.0,2,1,1,4,流失低价值客户
14261.0,49,2,1163.45,3,3,4,10,忠实复购客户
14262.0,7,8,2618.23,5,5,5,15,高价值客户
14264.0,153,2,333.97,2,3,2,7,沉睡预警客户
14265.0,108,2,530.18,2,3,3,8,沉睡预警客户
14267.0,161,3,1516.24,2,3,4,9,忠实复购客户
14270.0,330,1,492.65,1,1,3,5,流失低价值客户
14271.0,224,1,112.32,1,1,1,3,流失低价值客户
14272.0,72,2,437.96,2,3,2,7,沉睡预警客户
14273.0,50,4,559.97,3,4,3,10,忠实复购客户
14276.0,97,3,1119.74,2,3,4,9,忠实复购客户
14277.0,14,3,4216.2,4,3,5,12,高价值客户
14280.0,195,1,134.04,1,1,1,3,流失低价值客户
14282.0,2,15,3729.34,5,5,5,15,高价值客户
14284.0,29,2,595.25,4,3,3,10,忠实复购客户
14285.0,20,4,1910.01,4,4,4,12,高价值客户
14286.0,22,3,4628.75,4,3,5,12,高价值客户
14287.0,7,3,176.63,5,3,1,9,忠实复购客户
14288.0,212,1,426.6,1,1,2,4,流失低价值客户
14289.0,7,6,911.26,5,5,3,13,高价值客户
14290.0,10,5,2314.65,5,4,5,14,高价值客户
14291.0,0,11,3883.25,5,5,5,15,高价值客户
14292.0,6,9,4871.93,5,5,5,15,高价值客户
14293.0,2,4,1046.56,5,4,4,13,高价值客户
14295.0,39,1,166.20000000000002,3,1,1,5,流失低价值客户
14297.0,16,4,1305.33,4,4,4,12,高价值客户
14298.0,7,44,51527.3,5,5,5,15,高价值客户
14299.0,7,9,3965.62,5,5,5,15,高价值客户
14300.0,17,1,43.2,4,1,1,6,沉睡预警客户
14301.0,116,1,640.14,2,1,3,6,沉睡预警客户
14304.0,221,1,383.45,1,1,2,4,流失低价值客户
14305.0,70,3,1858.96,3,3,4,10,忠实复购客户
14306.0,50,2,2093.32,3,3,5,11,忠实复购客户
14307.0,87,6,2995.72,2,5,5,12,高价值客户
14309.0,7,9,2352.53,5,5,5,15,高价值客户
14311.0,241,1,310.26,1,1,2,4,流失低价值客户
14312.0,45,6,1611.59,3,5,4,12,高价值客户
14314.0,105,1,120.0,2,1,1,4,流失低价值客户
14315.0,43,6,2481.13,3,5,5,13,高价值客户
14317.0,63,1,508.58,3,1,3,7,沉睡预警客户
14320.0,205,2,477.79,1,3,2,6,沉睡预警客户
14321.0,9,5,1530.75,5,4,4,13,高价值客户
14323.0,113,2,605.0600000000001,2,3,3,8,沉睡预警客户
14326.0,241,1,183.85,1,1,1,3,流失低价值客户
14327.0,162,1,311.65000000000003,2,1,2,5,流失低价值客户
14329.0,16,7,5014.84,4,5,5,14,高价值客户
14331.0,123,2,462.66,2,3,2,7,沉睡预警客户
14332.0,21,3,866.3100000000001,4,3,3,10,忠实复购客户
14333.0,66,1,415.2,3,1,2,6,沉睡预警客户
14334.0,15,8,2552.21,4,5,5,14,高价值客户
14335.0,15,2,468.26,4,3,2,9,忠实复购客户
